"","resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","statusId","driverRef","number_drivers","code","forename","surname","dob","nationality","driverStandingsId","wins"
"3792",3792,197,76,24,"19",20,"6","6",6,1,68,"\N","\N","\N","\N","\N",11,"magnussen","\N","MAG","Jan","Magnussen","1973-07-04","Danish",4407,0
"3793",3793,197,75,18,"22",18,"7","7",7,0,68,"\N","\N","\N","\N","\N",11,"nakano","\N","\N","Shinji","Nakano","1971-04-01","Japanese",4411,0
"3794",3794,197,73,25,"20",22,"8","8",8,0,68,"\N","\N","\N","\N","\N",11,"rosset","\N","\N","Ricardo","Rosset","1968-07-27","Brazilian",4412,0
"3795",3795,197,64,21,"16",19,"9","9",9,0,68,"\N","\N","\N","\N","\N",11,"diniz","\N","\N","Pedro","Diniz","1970-05-22","Brazilian",4416,0
"3796",3796,197,35,3,"1",6,"10","10",10,0,63,"\N","\N","\N","\N","\N",16,"villeneuve","\N","VIL","Jacques","Villeneuve","1971-04-09","Canadian",4399,0
"3797",3797,197,74,18,"23",21,"\N","R",11,0,53,"\N","\N","\N","\N","\N",10,"tuero","\N","\N","Esteban","Tuero","1978-04-22","Argentine",4414,0
"3798",3798,197,71,17,"9",10,"\N","R",12,0,42,"\N","\N","\N","\N","\N",10,"damon_hill","\N","\N","Damon","Hill","1960-09-17","British",4402,0
"3799",3799,197,44,20,"11",15,"\N","R",13,0,39,"\N","\N","\N","\N","\N",20,"panis","\N","\N","Olivier","Panis","1966-09-02","French",4403,0
"3800",3800,197,49,3,"2",7,"\N","R",14,0,20,"\N","\N","\N","\N","\N",20,"frentzen","\N","\N","Heinz-Harald","Frentzen","1967-05-18","German",4397,0
"3801",3801,197,14,1,"7",1,"\N","R",15,0,18,"\N","\N","\N","\N","\N",37,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",4396,1
"3802",3802,197,65,15,"15",12,"\N","R",16,0,18,"\N","\N","\N","\N","\N",20,"herbert","\N","\N","Johnny","Herbert","1964-06-25","British",4400,0
"3803",3803,197,63,21,"17",17,"\N","R",17,0,18,"\N","\N","\N","\N","\N",3,"salo","\N","\N","Mika","Salo","1966-11-30","Finnish",4415,0
"3804",3804,197,57,1,"8",2,"\N","R",18,0,0,"\N","\N","\N","\N","\N",6,"hakkinen","\N","\N","Mika","Häkkinen","1968-09-28","Finnish",4395,4
"3805",3805,197,23,17,"10",5,"\N","R",19,0,0,"\N","\N","\N","\N","\N",6,"ralf_schumacher","\N","SCH","Ralf","Schumacher","1975-06-30","German",4413,0
"3806",3806,197,55,15,"14",9,"\N","R",20,0,0,"\N","\N","\N","\N","\N",4,"alesi","\N","\N","Jean","Alesi","1964-06-11","French",4406,0
"3807",3807,197,15,20,"12",14,"\N","R",21,0,0,"\N","\N","\N","\N","\N",4,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",4409,0
"3808",3808,197,68,25,"21",16,"\N","R",22,0,0,"\N","\N","\N","\N","\N",7,"takagi","\N","\N","Toranosuke","Takagi","1974-02-12","Japanese",4410,0
"3809",3809,198,30,6,"3",2,"1","1",1,10,71,"1:34:45.0","5685000","\N","\N","\N",1,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",4426,3
"3810",3810,198,56,6,"4",4,"2","2",2,6,71,"+19.575","5704575","\N","\N","\N",1,"irvine","\N","\N","Eddie","Irvine","1965-11-10","British",4420,0
"3811",3811,198,57,1,"8",1,"3","3",3,4,71,"+19.747","5704747","\N","\N","\N",1,"hakkinen","\N","\N","Mika","Häkkinen","1968-09-28","Finnish",4417,4
"3812",3812,198,35,3,"1",5,"4","4",4,3,71,"+1:06.965","5751965","\N","\N","\N",1,"villeneuve","\N","VIL","Jacques","Villeneuve","1971-04-09","Canadian",4421,0
"3813",3813,198,25,22,"6",10,"5","5",5,2,70,"\N","\N","\N","\N","\N",11,"wurz","\N","WUR","Alexander","Wurz","1974-02-15","Austrian",4423,0
"3814",3814,198,14,1,"7",3,"6","6",6,1,70,"\N","\N","\N","\N","\N",11,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",4418,1
"3815",3815,198,55,15,"14",11,"7","7",7,0,70,"\N","\N","\N","\N","\N",11,"alesi","\N","\N","Jean","Alesi","1964-06-11","French",4428,0
"3816",3816,198,65,15,"15",13,"8","8",8,0,70,"\N","\N","\N","\N","\N",11,"herbert","\N","\N","Johnny","Herbert","1964-06-25","British",4422,0
"3817",3817,198,21,22,"5",9,"9","9",9,0,70,"\N","\N","\N","\N","\N",11,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",4427,0
"3818",3818,198,22,24,"18",14,"10","10",10,0,69,"\N","\N","\N","\N","\N",12,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",4430,0
"3819",3819,198,44,20,"11",16,"11","11",11,0,69,"\N","\N","\N","\N","\N",12,"panis","\N","\N","Olivier","Panis","1966-09-02","French",4425,0
"3820",3820,198,50,24,"19",15,"12","12",12,0,69,"\N","\N","\N","\N","\N",12,"verstappen","\N","\N","Jos","Verstappen","1972-03-04","Dutch",4439,0
"3821",3821,198,63,21,"17",19,"13","13",13,0,69,"\N","\N","\N","\N","\N",12,"salo","\N","\N","Mika","Salo","1966-11-30","Finnish",4437,0
"3822",3822,198,64,21,"16",17,"14","14",14,0,69,"\N","\N","\N","\N","\N",12,"diniz","\N","\N","Pedro","Diniz","1970-05-22","Brazilian",4438,0
"3823",3823,198,49,3,"2",8,"15","15",15,0,68,"\N","\N","\N","\N","\N",22,"frentzen","\N","\N","Heinz-Harald","Frentzen","1967-05-18","German",4419,0
"3824",3824,198,23,17,"10",6,"16","16",16,0,68,"\N","\N","\N","\N","\N",13,"ralf_schumacher","\N","SCH","Ralf","Schumacher","1975-06-30","German",4435,0
"3825",3825,198,75,18,"22",21,"17","17",17,0,65,"\N","\N","\N","\N","\N",5,"nakano","\N","\N","Shinji","Nakano","1971-04-01","Japanese",4433,0
"3826",3826,198,68,25,"21",20,"\N","R",18,0,60,"\N","\N","\N","\N","\N",5,"takagi","\N","\N","Toranosuke","Takagi","1974-02-12","Japanese",4432,0
"3827",3827,198,15,20,"12",12,"\N","R",19,0,55,"\N","\N","\N","\N","\N",20,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",4431,0
"3828",3828,198,74,18,"23",22,"\N","R",20,0,41,"\N","\N","\N","\N","\N",6,"tuero","\N","\N","Esteban","Tuero","1978-04-22","Argentine",4436,0
"3829",3829,198,71,17,"9",7,"\N","R",21,0,19,"\N","\N","\N","\N","\N",9,"damon_hill","\N","\N","Damon","Hill","1960-09-17","British",4424,0
"3830",3830,198,73,25,"20",18,"\N","R",22,0,16,"\N","\N","\N","\N","\N",9,"rosset","\N","\N","Ricardo","Rosset","1968-07-27","Brazilian",4434,0
"3831",3831,199,30,6,"3",2,"1","1",1,10,60,"1:47:02.4","6422400","\N","\N","\N",1,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",4449,4
"3832",3832,199,57,1,"8",1,"2","2",2,6,60,"+22.465","6444865","\N","\N","\N",1,"hakkinen","\N","\N","Mika","Häkkinen","1968-09-28","Finnish",4440,4
"3833",3833,199,56,6,"4",5,"3","3",3,4,60,"+29.199","6451599","\N","\N","\N",1,"irvine","\N","\N","Eddie","Irvine","1965-11-10","British",4443,0
"3834",3834,199,25,22,"6",11,"4","4",4,3,59,"\N","\N","\N","\N","\N",11,"wurz","\N","WUR","Alexander","Wurz","1974-02-15","Austrian",4446,0
"3835",3835,199,21,22,"5",10,"5","5",5,2,59,"\N","\N","\N","\N","\N",11,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",4450,0
"3836",3836,199,23,17,"10",21,"6","6",6,1,59,"\N","\N","\N","\N","\N",11,"ralf_schumacher","\N","SCH","Ralf","Schumacher","1975-06-30","German",4458,0
"3837",3837,199,35,3,"1",3,"7","7",7,0,59,"\N","\N","\N","\N","\N",11,"villeneuve","\N","VIL","Jacques","Villeneuve","1971-04-09","Canadian",4444,0
"3838",3838,199,75,18,"22",19,"8","8",8,0,58,"\N","\N","\N","\N","\N",12,"nakano","\N","\N","Shinji","Nakano","1971-04-01","Japanese",4456,0
"3839",3839,199,68,25,"21",17,"9","9",9,0,56,"\N","\N","\N","\N","\N",14,"takagi","\N","\N","Toranosuke","Takagi","1974-02-12","Japanese",4455,0
"3840",3840,199,55,15,"14",8,"\N","R",10,0,53,"\N","\N","\N","\N","\N",10,"alesi","\N","\N","Jean","Alesi","1964-06-11","French",4451,0
"3841",3841,199,64,21,"16",12,"\N","R",11,0,45,"\N","\N","\N","\N","\N",20,"diniz","\N","\N","Pedro","Diniz","1970-05-22","Brazilian",4461,0
"3842",3842,199,44,20,"11",22,"\N","R",12,0,40,"\N","\N","\N","\N","\N",20,"panis","\N","\N","Olivier","Panis","1966-09-02","French",4448,0
"3843",3843,199,22,24,"18",16,"\N","R",13,0,39,"\N","\N","\N","\N","\N",20,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",4453,0
"3844",3844,199,50,24,"19",15,"\N","R",14,0,38,"\N","\N","\N","\N","\N",5,"verstappen","\N","\N","Jos","Verstappen","1972-03-04","Dutch",4462,0
"3845",3845,199,14,1,"7",4,"\N","R",15,0,37,"\N","\N","\N","\N","\N",20,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",4441,1
"3846",3846,199,15,20,"12",14,"\N","R",16,0,37,"\N","\N","\N","\N","\N",20,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",4454,0
"3847",3847,199,73,25,"20",20,"\N","R",17,0,29,"\N","\N","\N","\N","\N",20,"rosset","\N","\N","Ricardo","Rosset","1968-07-27","Brazilian",4457,0
"3848",3848,199,74,18,"23",18,"\N","R",18,0,29,"\N","\N","\N","\N","\N",20,"tuero","\N","\N","Esteban","Tuero","1978-04-22","Argentine",4459,0
"3849",3849,199,65,15,"15",9,"\N","R",19,0,27,"\N","\N","\N","\N","\N",20,"herbert","\N","\N","Johnny","Herbert","1964-06-25","British",4445,0
"3850",3850,199,63,21,"17",13,"\N","R",20,0,27,"\N","\N","\N","\N","\N",37,"salo","\N","\N","Mika","Salo","1966-11-30","Finnish",4460,0
"3851",3851,199,49,3,"2",6,"\N","R",21,0,15,"\N","\N","\N","\N","\N",20,"frentzen","\N","\N","Heinz-Harald","Frentzen","1967-05-18","German",4442,0
"3852",3852,199,71,17,"9",7,"\N","R",22,0,13,"\N","\N","\N","\N","\N",20,"damon_hill","\N","\N","Damon","Hill","1960-09-17","British",4447,0
"3853",3853,200,57,1,"8",3,"1","1",1,10,71,"1:30:44.0","5444000","\N","\N","\N",1,"hakkinen","\N","\N","Mika","Häkkinen","1968-09-28","Finnish",4463,5
"3854",3854,200,14,1,"7",14,"2","2",2,6,71,"+5.289","5449289","\N","\N","\N",1,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",4464,1
"3855",3855,200,30,6,"3",4,"3","3",3,4,71,"+39.092","5483092","\N","\N","\N",1,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",4472,4
"3856",3856,200,56,6,"4",8,"4","4",4,3,71,"+43.976","5487976","\N","\N","\N",1,"irvine","\N","\N","Eddie","Irvine","1965-11-10","British",4466,0
"3857",3857,200,23,17,"10",9,"5","5",5,2,71,"+50.654","5494654","\N","\N","\N",1,"ralf_schumacher","\N","SCH","Ralf","Schumacher","1975-06-30","German",4481,0
"3858",3858,200,35,3,"1",11,"6","6",6,1,71,"+53.202","5497202","\N","\N","\N",1,"villeneuve","\N","VIL","Jacques","Villeneuve","1971-04-09","Canadian",4467,0
"3859",3859,200,71,17,"9",15,"7","7",7,0,71,"+1:13.624","5517624","\N","\N","\N",1,"damon_hill","\N","\N","Damon","Hill","1960-09-17","British",4470,0
"3860",3860,200,65,15,"15",18,"8","8",8,0,70,"\N","\N","\N","\N","\N",11,"herbert","\N","\N","Johnny","Herbert","1964-06-25","British",4468,0
"3861",3861,200,25,22,"6",17,"9","9",9,0,70,"\N","\N","\N","\N","\N",11,"wurz","\N","WUR","Alexander","Wurz","1974-02-15","Austrian",4469,0
"3862",3862,200,15,20,"12",16,"10","10",10,0,70,"\N","\N","\N","\N","\N",11,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",4477,0
"3863",3863,200,75,18,"22",21,"11","11",11,0,70,"\N","\N","\N","\N","\N",11,"nakano","\N","\N","Shinji","Nakano","1971-04-01","Japanese",4479,0
"3864",3864,200,73,25,"20",22,"12","12",12,0,69,"\N","\N","\N","\N","\N",12,"rosset","\N","\N","Ricardo","Rosset","1968-07-27","Brazilian",4480,0
"3865",3865,200,50,24,"19",12,"\N","R",13,0,51,"\N","\N","\N","\N","\N",5,"verstappen","\N","\N","Jos","Verstappen","1972-03-04","Dutch",4485,0
"3866",3866,200,74,18,"23",19,"\N","R",14,0,30,"\N","\N","\N","\N","\N",20,"tuero","\N","\N","Esteban","Tuero","1978-04-22","Argentine",4482,0
"3867",3867,200,21,22,"5",1,"\N","R",15,0,21,"\N","\N","\N","\N","\N",4,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",4473,0
"3868",3868,200,55,15,"14",2,"\N","R",16,0,21,"\N","\N","\N","\N","\N",4,"alesi","\N","\N","Jean","Alesi","1964-06-11","French",4474,0
"3869",3869,200,49,3,"2",7,"\N","R",17,0,16,"\N","\N","\N","\N","\N",5,"frentzen","\N","\N","Heinz-Harald","Frentzen","1967-05-18","German",4465,0
"3870",3870,200,22,24,"18",5,"\N","R",18,0,8,"\N","\N","\N","\N","\N",23,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",4476,0
"3871",3871,200,64,21,"16",13,"\N","R",19,0,3,"\N","\N","\N","\N","\N",4,"diniz","\N","\N","Pedro","Diniz","1970-05-22","Brazilian",4484,0
"3872",3872,200,63,21,"17",6,"\N","R",20,0,1,"\N","\N","\N","\N","\N",4,"salo","\N","\N","Mika","Salo","1966-11-30","Finnish",4483,0
"3873",3873,200,44,20,"11",10,"\N","R",21,0,0,"\N","\N","\N","\N","\N",8,"panis","\N","\N","Olivier","Panis","1966-09-02","French",4471,0
"3874",3874,200,68,25,"21",20,"\N","R",22,0,0,"\N","\N","\N","\N","\N",4,"takagi","\N","\N","Toranosuke","Takagi","1974-02-12","Japanese",4478,0
"3875",3875,201,57,1,"8",1,"1","1",1,10,45,"1:20:48.0","4848000","\N","\N","\N",1,"hakkinen","\N","\N","Mika","Häkkinen","1968-09-28","Finnish",4486,6
"3876",3876,201,14,1,"7",2,"2","2",2,6,45,"+0.426","4848426","\N","\N","\N",1,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",4487,1
"3877",3877,201,35,3,"1",3,"3","3",3,4,45,"+2.577","4850577","\N","\N","\N",1,"villeneuve","\N","VIL","Jacques","Villeneuve","1971-04-09","Canadian",4490,0
"3878",3878,201,71,17,"9",5,"4","4",4,3,45,"+7.185","4855185","\N","\N","\N",1,"damon_hill","\N","\N","Damon","Hill","1960-09-17","British",4493,0
"3879",3879,201,30,6,"3",9,"5","5",5,2,45,"+12.613","4860613","\N","\N","\N",1,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",4495,4
"3880",3880,201,23,17,"10",4,"6","6",6,1,45,"+29.738","4877738","\N","\N","\N",1,"ralf_schumacher","\N","SCH","Ralf","Schumacher","1975-06-30","German",4504,0
"3881",3881,201,21,22,"5",8,"7","7",7,0,45,"+31.026","4879026","\N","\N","\N",1,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",4496,0
"3882",3882,201,56,6,"4",6,"8","8",8,0,45,"+31.649","4879649","\N","\N","\N",1,"irvine","\N","\N","Eddie","Irvine","1965-11-10","British",4489,0
"3883",3883,201,49,3,"2",10,"9","9",9,0,45,"+32.784","4880784","\N","\N","\N",1,"frentzen","\N","\N","Heinz-Harald","Frentzen","1967-05-18","German",4488,0
"3884",3884,201,55,15,"14",11,"10","10",10,0,45,"+48.371","4896371","\N","\N","\N",1,"alesi","\N","\N","Jean","Alesi","1964-06-11","French",4497,0
"3885",3885,201,25,22,"6",7,"11","11",11,0,45,"+57.994","4905994","\N","\N","\N",1,"wurz","\N","WUR","Alexander","Wurz","1974-02-15","Austrian",4492,0
"3886",3886,201,15,20,"12",14,"12","12",12,0,44,"\N","\N","\N","\N","\N",11,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",4500,0
"3887",3887,201,68,25,"21",15,"13","13",13,0,44,"\N","\N","\N","\N","\N",11,"takagi","\N","\N","Toranosuke","Takagi","1974-02-12","Japanese",4501,0
"3888",3888,201,63,21,"17",17,"14","14",14,0,44,"\N","\N","\N","\N","\N",11,"salo","\N","\N","Mika","Salo","1966-11-30","Finnish",4506,0
"3889",3889,201,44,20,"11",16,"15","15",15,0,44,"\N","\N","\N","\N","\N",11,"panis","\N","\N","Olivier","Panis","1966-09-02","French",4494,0
"3890",3890,201,74,18,"23",21,"16","16",16,0,43,"\N","\N","\N","\N","\N",12,"tuero","\N","\N","Esteban","Tuero","1978-04-22","Argentine",4505,0
"3891",3891,201,65,15,"15",12,"\N","R",17,0,37,"\N","\N","\N","\N","\N",6,"herbert","\N","\N","Johnny","Herbert","1964-06-25","British",4491,0
"3892",3892,201,75,18,"22",20,"\N","R",18,0,36,"\N","\N","\N","\N","\N",6,"nakano","\N","\N","Shinji","Nakano","1971-04-01","Japanese",4502,0
"3893",3893,201,22,24,"18",13,"\N","R",19,0,27,"\N","\N","\N","\N","\N",6,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",4499,0
"3894",3894,201,50,24,"19",19,"\N","R",20,0,24,"\N","\N","\N","\N","\N",6,"verstappen","\N","\N","Jos","Verstappen","1972-03-04","Dutch",4508,0
"3895",3895,201,64,21,"16",18,"\N","R",21,0,2,"\N","\N","\N","\N","\N",37,"diniz","\N","\N","Pedro","Diniz","1970-05-22","Brazilian",4507,0
"3896",3896,202,30,6,"3",3,"1","1",1,10,77,"1:45:26.4","6326400","\N","\N","\N",1,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",4518,5
"3897",3897,202,14,1,"7",2,"2","2",2,6,77,"+9.433","6335833","\N","\N","\N",1,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",4510,1
"3898",3898,202,35,3,"1",6,"3","3",3,4,77,"+44.444","6370844","\N","\N","\N",1,"villeneuve","\N","VIL","Jacques","Villeneuve","1971-04-09","Canadian",4513,0
"3899",3899,202,71,17,"9",4,"4","4",4,3,77,"+55.076","6381476","\N","\N","\N",1,"damon_hill","\N","\N","Damon","Hill","1960-09-17","British",4516,0
"3900",3900,202,49,3,"2",7,"5","5",5,2,77,"+56.51","6382910","\N","\N","\N",1,"frentzen","\N","\N","Heinz-Harald","Frentzen","1967-05-18","German",4511,0
"3901",3901,202,57,1,"8",1,"6","6",6,1,76,"\N","\N","\N","\N","\N",11,"hakkinen","\N","\N","Mika","Häkkinen","1968-09-28","Finnish",4509,6
"3902",3902,202,55,15,"14",11,"7","7",7,0,76,"\N","\N","\N","\N","\N",11,"alesi","\N","\N","Jean","Alesi","1964-06-11","French",4520,0
"3903",3903,202,21,22,"5",8,"8","8",8,0,76,"\N","\N","\N","\N","\N",11,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",4519,0
"3904",3904,202,23,17,"10",10,"9","9",9,0,76,"\N","\N","\N","\N","\N",11,"ralf_schumacher","\N","SCH","Ralf","Schumacher","1975-06-30","German",4527,0
"3905",3905,202,65,15,"15",15,"10","10",10,0,76,"\N","\N","\N","\N","\N",11,"herbert","\N","\N","Johnny","Herbert","1964-06-25","British",4514,0
"3906",3906,202,64,21,"16",12,"11","11",11,0,74,"\N","\N","\N","\N","\N",13,"diniz","\N","\N","Pedro","Diniz","1970-05-22","Brazilian",4530,0
"3907",3907,202,44,20,"11",20,"12","12",12,0,74,"\N","\N","\N","\N","\N",13,"panis","\N","\N","Olivier","Panis","1966-09-02","French",4517,0
"3908",3908,202,50,24,"19",17,"13","13",13,0,74,"\N","\N","\N","\N","\N",13,"verstappen","\N","\N","Jos","Verstappen","1972-03-04","Dutch",4531,0
"3909",3909,202,68,25,"21",18,"14","14",14,0,74,"\N","\N","\N","\N","\N",13,"takagi","\N","\N","Toranosuke","Takagi","1974-02-12","Japanese",4524,0
"3910",3910,202,75,18,"22",19,"15","15",15,0,74,"\N","\N","\N","\N","\N",13,"nakano","\N","\N","Shinji","Nakano","1971-04-01","Japanese",4525,0
"3911",3911,202,25,22,"6",9,"\N","R",16,0,69,"\N","\N","\N","\N","\N",6,"wurz","\N","WUR","Alexander","Wurz","1974-02-15","Austrian",4515,0
"3912",3912,202,22,24,"18",14,"\N","R",17,0,54,"\N","\N","\N","\N","\N",6,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",4522,0
"3913",3913,202,15,20,"12",16,"\N","R",18,0,28,"\N","\N","\N","\N","\N",5,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",4523,0
"3914",3914,202,63,21,"17",13,"\N","R",19,0,18,"\N","\N","\N","\N","\N",6,"salo","\N","\N","Mika","Salo","1966-11-30","Finnish",4529,0
"3915",3915,202,56,6,"4",5,"\N","R",20,0,13,"\N","\N","\N","\N","\N",6,"irvine","\N","\N","Eddie","Irvine","1965-11-10","British",4512,0
"3916",3916,202,74,18,"23",21,"\N","R",21,0,13,"\N","\N","\N","\N","\N",5,"tuero","\N","\N","Esteban","Tuero","1978-04-22","Argentine",4528,0
"3917",3917,203,71,17,"9",3,"1","1",1,10,44,"1:43:47.407","6227407","\N","\N","\N",1,"damon_hill","\N","\N","Damon","Hill","1960-09-17","British",4539,1
"3918",3918,203,23,17,"10",8,"2","2",2,6,44,"+0.932","6228339","\N","\N","\N",1,"ralf_schumacher","\N","SCH","Ralf","Schumacher","1975-06-30","German",4550,0
"3919",3919,203,55,15,"14",10,"3","3",3,4,44,"+7.240","6234647","\N","\N","\N",1,"alesi","\N","\N","Jean","Alesi","1964-06-11","French",4543,0
"3920",3920,203,49,3,"2",9,"4","4",4,3,44,"+32.243","6259650","\N","\N","\N",1,"frentzen","\N","\N","Heinz-Harald","Frentzen","1967-05-18","German",4534,0
"3921",3921,203,64,21,"16",16,"5","5",5,2,44,"+51.682","6279089","\N","\N","\N",1,"diniz","\N","\N","Pedro","Diniz","1970-05-22","Brazilian",4553,0
"3922",3922,203,15,20,"12",13,"6","6",6,1,42,"\N","\N","\N","\N","\N",12,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",4546,0
"3923",3923,203,14,1,"7",2,"7","7",7,0,39,"\N","\N","\N","\N","\N",15,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",4533,1
"3924",3924,203,75,18,"22",21,"8","8",8,0,39,"\N","\N","\N","\N","\N",15,"nakano","\N","\N","Shinji","Nakano","1971-04-01","Japanese",4548,0
"3925",3925,203,21,22,"5",7,"\N","R",9,0,26,"\N","\N","\N","\N","\N",4,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",4542,0
"3926",3926,203,30,6,"3",4,"\N","R",10,0,25,"\N","\N","\N","\N","\N",4,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",4541,5
"3927",3927,203,56,6,"4",5,"\N","R",11,0,25,"\N","\N","\N","\N","\N",20,"irvine","\N","\N","Eddie","Irvine","1965-11-10","British",4535,0
"3928",3928,203,74,18,"23",22,"\N","R",12,0,17,"\N","\N","\N","\N","\N",6,"tuero","\N","\N","Esteban","Tuero","1978-04-22","Argentine",4551,0
"3929",3929,203,35,3,"1",6,"\N","R",13,0,16,"\N","\N","\N","\N","\N",20,"villeneuve","\N","VIL","Jacques","Villeneuve","1971-04-09","Canadian",4536,0
"3930",3930,203,68,25,"21",19,"\N","R",14,0,10,"\N","\N","\N","\N","\N",20,"takagi","\N","\N","Toranosuke","Takagi","1974-02-12","Japanese",4547,0
"3931",3931,203,50,24,"19",17,"\N","R",15,0,8,"\N","\N","\N","\N","\N",5,"verstappen","\N","\N","Jos","Verstappen","1972-03-04","Dutch",4554,0
"3932",3932,203,57,1,"8",1,"\N","R",16,0,0,"\N","\N","\N","\N","\N",4,"hakkinen","\N","\N","Mika","Häkkinen","1968-09-28","Finnish",4532,6
"3933",3933,203,25,22,"6",11,"\N","R",17,0,0,"\N","\N","\N","\N","\N",4,"wurz","\N","WUR","Alexander","Wurz","1974-02-15","Austrian",4538,0
"3934",3934,203,65,15,"15",12,"\N","R",18,0,0,"\N","\N","\N","\N","\N",4,"herbert","\N","\N","Johnny","Herbert","1964-06-25","British",4537,0
"3935",3935,203,22,24,"18",15,"\N","W",19,0,0,"\N","\N","\N","\N","\N",4,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",4545,0
"3936",3936,203,44,20,"11",14,"\N","W",20,0,0,"\N","\N","\N","\N","\N",4,"panis","\N","\N","Olivier","Panis","1966-09-02","French",4540,0
"3937",3937,203,63,21,"17",18,"\N","W",21,0,0,"\N","\N","\N","\N","\N",4,"salo","\N","\N","Mika","Salo","1966-11-30","Finnish",4552,0
"3938",3938,203,73,25,"20",20,"\N","W",22,0,0,"\N","\N","\N","\N","\N",4,"rosset","\N","\N","Ricardo","Rosset","1968-07-27","Brazilian",4549,0
"3939",3939,204,30,6,"3",1,"1","1",1,10,53,"1:17:10.3","4630300","\N","\N","\N",1,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",4564,6
"3940",3940,204,56,6,"4",5,"2","2",2,6,53,"+37.977","4668277","\N","\N","\N",1,"irvine","\N","\N","Eddie","Irvine","1965-11-10","British",4558,0
"3941",3941,204,23,17,"10",6,"3","3",3,4,53,"+41.152","4671452","\N","\N","\N",1,"ralf_schumacher","\N","SCH","Ralf","Schumacher","1975-06-30","German",4573,0
"3942",3942,204,57,1,"8",3,"4","4",4,3,53,"+55.671","4685971","\N","\N","\N",1,"hakkinen","\N","\N","Mika","Häkkinen","1968-09-28","Finnish",4555,6
"3943",3943,204,55,15,"14",8,"5","5",5,2,53,"+1:01.872","4692172","\N","\N","\N",1,"alesi","\N","\N","Jean","Alesi","1964-06-11","French",4566,0
"3944",3944,204,71,17,"9",14,"6","6",6,1,53,"+1:06.688","4696988","\N","\N","\N",1,"damon_hill","\N","\N","Damon","Hill","1960-09-17","British",4562,1
"3945",3945,204,49,3,"2",12,"7","7",7,0,52,"\N","\N","\N","\N","\N",11,"frentzen","\N","\N","Heinz-Harald","Frentzen","1967-05-18","German",4557,0
